Sl no,Tweets,Search key,Feeling
8330," #60: @Emesomi ed ""RT @fayokunmii: Asthma since birthIntimidations and isolations here and there Embarrassing attacks🤧God comes through every single time❤️…""",enjoyment,happy
6874," #55: @aku adalah cewe yang ed ""RT @stnrl: sis, control your ego. you're so fucking annoying. https://t.co/mtHbJNyHrC""",ego,fear
7237," #67: @sarah d-24 [nsfr!!] ed ""anyways im so happy to see bts having a good time and relaxing !!!! their finally resting up properly :(""",so happy,happy
8729,"Tweet #23: @Depressed and Compressed tweeted ""RT @itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ""",depressed,sad
1109," #9: @nah-dee-uh ed ""RT @nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy
9329,"Tweet #41: @Colin Gregg tweeted ""RT @SJAMcBride: The DUP councillor who rallied support for Ian Paisley Jr after his free luxury holiday scandal has written to the DUP top…""",very upset,sad
4836," #59: @termbank.com ed ""mientras haya vida hay esperanza - while there's life there's hope#HerseyGuzelOlacak""",hope,happy
8033," #41: @SpaceForceChewie ed ""RT @ScottforFlorida: What's next? Will we have to register sharp knives? Maybe @AOC will make us register every time we buy meat as part of…""",prosperous,happy
7159," #59: @Ugochukwu Peter Emeka ed ""RT @realDonaldTrump: ....Alabama, Iowa, Nebraska, Georgia, South Carolina, North Carolina and others unless much more money is given to Pue…""",very happy,happy
9930,"Tweet #70: @L. tweeted ""RT @lebothearies: ""so why is a beautiful girl like you still single"" is top 2 most annoying line tbfh""",annoying,angry
5431," #48: @🖕🏼. ed ""@TexasKowboi Probably tensed up before she made contact but he got knocked the fuck out""",tensed,fear
8876,"Tweet #9: @Chief Nerds tweeted ""New post: Omoni Oboli, Dakore, Faze others mourn with Annie Idibia https://t.co/wTJVcT8Tcz""",mourn,sad
136," #64: @Dr Darren Saunders ed ""@KetanJ0 have you been to Vigeland park yet? amazing""",amazing,happy
2687," #16: @شيرون 💜 ed ""@lawliga Not agreed. Department of agriculture has not allowed any of PM living  peacefully . They have talent to irritate yousuf raza gilani. Mr zardari even Jamali and Junijos like calm personalities. Yes working for country calls extra trouble""",irritate,angry
3500," #4: @Amanda ed ""RT @KrisRey19: ⭐ARC GIVEAWAY of THE SPINNER OF DREAMS!⭐If you like cursed cinnamon roll girls w/anxiety & panic; gay gentleman foxes; magic…""",panic,fear
4266," #10: @lynn✨ ed ""RT @MayaDanielleP: The best way to “cancel” someone is to ignore them. Don’t talk about them. Don’t give them your time or energy on any le…""",distaste,disgust
3863," #36: @Stormi ed ""RT @RidiculousDak: Anxiety: aren’t you like...worried? Me: about what? Anxiety: idkMe: oh my god you’re right https://t.co/oGwPrCEFi7""",anxiety,fear
9359,"Tweet #71: @Sarah Hughes tweeted ""@HarrietEvans Yes agree with that. I’m very upset with how they’ve dealt with Dany""",very upset,sad
3282," #13: @A Wise Yoda Bot ed ""@Jakepau13619392 Anger, fear, aggression. The dark side of the Force are they.""",fear,fear
7211," #41: @Vi ed ""general engagement with my art across all platforms has remained so low that at this point im happy to get 20 likes""",so happy,happy
714," #23: @Dani🤘🏼 ed ""I love you isn't something to say too quickly. It's not just a word, though a lot of people will just throw it out there. Being in love is when things are going so well that happiness is beyond belief. You're 1000 percent happy and excited💜🤞🏼""",happy,happy
7029," #62: @David Tabat ed ""Looking for a good girlfriend Honest and loyal. Open minded""",loyal,happy
9012,"Tweet #13: @princesskit tweeted ""RT @CouchofThe: @allieddrown @SCARYPRESENCE @Acey96547619 >trying to ""protect"" minors>actively hurting oneHuh, this doesn't sound right""",hurting,sad
4538," #42: @jill ed ""RT @_angeldei: I honestly pray for those people who have so much hatred in their heart that they need to make fake accounts to ruin other p…""",peace,happy
3079," #45: @The Who ed ""An update on your reportsThanks again for letting us know. Our investigation found these accounts violated the Twitter Rules:Charlie Christmas OBE@CottonPicker18Violating our rules against hateful conduct.Tom_❓@GriffenMiraflex""",hateful,angry
2201," #39: @genie: zor ed ""@shinwxn 10,,tragic""",tragic,sad
624," #7: @Ant 🎭 ed ""Glee had a really good ending despite season 4-6 being absolute trash. They wrapped up everything so nicely. Klaine starting a family, Rachel winning her tony, Mr Shue getting the school to be a performing arts school https://t.co/i3D9AKLqah""",glee,happy
6147," #10: @born to be a mom ed ""RT @FundiswaN01: Cyril Ramaphosa is not a saviour, he is part of the ANC that cause so much despair and suffering for 25 years!! #VoteDA  #…""",despair,sad
796," #34: @Scampers - Jennifer Souveroff ed ""Win a $250 jovial Shopping Spree! https://t.co/dV94j0XqX4""",jovial,happy
1690," #32: @JahBlue ed ""RT @ApostateRidvan: Enlightenment thinker Voltaire called Mohammed a ""false prophet"", ""deceitful"", a ""trickster"", a ""thief"", ""barbarous"", a…""",miserable,sad
331," #23: @Desmondous ed ""Just finished my first trip to spotlight and it was an absolute delight!Got a solid idea and now I have the gear to execute it!Exciting things for you guys to keep your eyes peeled for ;)""",delight,happy
2379," #70: @ヤマヤマシオリダ🏩 ed ""@UNHAPPY_Cinder お""",unhappy,sad
3141," #46: @♛🇩🇪 Mario Geiser 🇺🇸♛ ed ""@latimesopinion People have known this for years...and NOW all of the sudden you want to be outraged by this?""",outraged,angry
3977," #63: @Christoph Luig ed ""@Styx666Official Youtube Channel just got blocked in Germany. I'm disgust by the fact, we didn't learn from our past. #Censorship #YouTube Also RT is flaged to be state founded and ARD, ZDF and other german state founded media isn't flagged. Propaganda at its finest.""",disgust,disgust
1201," #31: @Julie Cuninghame ed ""RT @JohnJCrace: The photo opps of Dominic Raab and Jeremy Hunt with their wives have been very helpful. But I still don’t think I have enou…""",helpful,happy
4887," #63: @Jim ed ""@jdevivenot Shame it was such a cold day! Ella did all her sprints in a thermal and a bit of warmth might have given me another second or two in the 800m.""",shame,disgust
2515," #67: @terror sandwich ed ""RT @BATTLETIDE: Brienne is further proof women love making bad decisions in choosing men and playing victim when it falls apart. Tormund wo…""",bad,sad
3463," #33: @mdawg ed ""RT @imteddybless: in this world of Terror and Uncertainty: a good and peaceful thing https://t.co/UOCwEdb1f1""",terror,fear
3036," #2: @Lynk Cable!🛡 ed ""RT @NorthernGuy: Yo if everyone could stop making the Pokemon community a drama filled, hateful, generally toxic place, that’d be great 👌🏻…""",hateful,angry
2700," #29: @TM ed ""@midekole Me too.... Hopefully she won't be alive to irritate us much longer.""",irritate,angry
9246,"Tweet #28: @Avinag Leon tweeted ""RT @melchor_vergara: Bong Banal has deleted his Facebook page. Flight is an admission of guilt. 😀 https://t.co/pjqjmGQ68d""",guilt,sad
1320," #58: @cai saw endgame ed ""RT @rodolfo_dwp: RT for good luck or you won’t pass your finals. https://t.co/G6PaRHRi1z""",good,happy
9515,"Tweet #71: @Fatima_chauhdry tweeted ""Its painful to say something about the Lahore blast. Our prayers with the families of the suffered people and the martyers.""",painful,sad
3029," #77: @Lengthy Travel ed ""Day 12: Stecoah Gap to Fontana Dam Shelter (a.k.a. Fontana Hilton, 15.1 miles). Saw some hiker friends when I was dropped at Stecoah Gap. Shelter called Hilton because it has heated… https://t.co/87MeKrtzNk""",heated,angry
9402,"Tweet #24: @marialove☪ tweeted ""RT @Jelai_Andress: Expectations causes pain.""",pain,sad
5996," #49: @Populiste 3692 ed ""@LEXPRESS @DTR947 Si @LEXPRESS s'indigne de la comparaison par @ChalenconC de @EmmanuelMacron avec Hitler, pourquoi cet hebdomadaire n'a pas eu la même indignation quand @EmmanuelMacron comparaît @MLP_officiel à Hitler ?""",indignation,angry
2126," #6: @sam ed ""RT @official_japhy: @akaay__ ""I will make sure you meet an end so cruel the devil will weep ""Klaus""",weep,sad
7366," #17: @Emelie❄ ed ""RT @SagittariusTerm: The great thing about a #Sagittarius is that they never just sit around doing nothing. They are always ready for actio…""",great,happy
7082," #39: @Peerenpoes ed ""RT @MSignorile: Just take notice that Barr, Trump, WH threaten things, take assertive action, and dare you to defy them.This is what the…""",assertive,happy
8854,"Tweet #67: @ᴀʟɪᴀʜ tweeted ""RT @jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k""",very sad,sad
3310," #41: @Ruth Dowlin Black ed ""RT @mmpadellan: The evolution of FEAR:trump, 5/17/17: ""OMG. This is terrible...the end of my presidency. I’m fucked.""trump, 5/4/18: ""I'…""",fear,fear
6352," #32: @라틴어 단어장 (OLC Ⅲ) ed ""pius, pia, pium : pious, good""",pious,happy
5817," #11: @camilaaA ed ""ja beijo a vitoria quantas vezes — this is jealous uh https://t.co/KfU9A9EfrS""",jealous,angry
9076,"Tweet #10: @fifa_king👑 tweeted ""RT @barcacentre: Suárez: ""We are very sad, very hurt.""""",very hurt,sad
6467," #11: @Middlechild TV ed ""RT @M_L_J_C: A completely unplanned £100,000 #research project made possible through #collaboration, determination and shear inspirational…""",determination,happy
6330," #10: @🦁🦁Jaydeep mahala🦁🦁 ed ""RT @MSGians7: With the pious blessings of Saint Dr @GurmeetRamRahim Singh Ji @DeraSachaSauda is known as ""True Blood Pump"" where millions o…""",pious,happy
4830," #53: @Phil K ed ""@benmackey Hope the egg’s other 11 siblings are dealing with the loss off their brother/sister. Shame a family gets scrambled that way. #eggscruchiating""",hope,happy
3212," #38: @LightsView ed ""@terence_mapfumo @djcoolestkid @ManUtd Yes I acknowledge that but it stems from days of Jose when players were forced to play through injuries because Jose frowned upon any player that hit injured. So it got aggravated. Wait and see him full rested and fit. He is our best defender.""",aggravated,angry
1404," #6: @Beth Mosher ed ""@prageru @PeligrosoCarlos Sadly and horribly, yes.😔😔😔 CNN, MSNBC and all the rest of the MSM just revealed themselves as the disgusting, partisan empty shells that they are. No hearts, no brains, no souls.😢😢😢 Yet there are still people who believe them-not dad STILL  takes Madcow as gospel. Sorrow😔""",sorrow,sad
3535," #39: @🌙 ed ""RT @hatttiegladwell: Hands up if you’ve ever had any of the following due to mental illness:- an anxiety/panic attack that’s felt like a…""",panic,fear
7774," #43: @櫻 八重 イカタコ用垢 ed ""@maco_DAze おお、それは便利‼️ｲﾀﾀﾞｷﾏｰｽ( ・∀・)っ旦""",daze,surprise
3336," #67: @CHYNAH®🇿🇦 ed ""RT @Original_KW: The biggest fear in a relationship is building your partner for anotherperson 😭😭😭""",fear,fear
6108," #68: @harry lockdown ed ""@BTS_twt I LOVE YOU SO MUCH""",love,happy
5944," #63: @reeko🦋® ed ""i hate to feel pity""",pity,sad
1219," #49: @mwy ed ""@stevelaredo @djrothkopf I think it would b helpful if we dont ""2nd motion"" the energy of hopelessness. I deserve better than .@realDonaldTrump, &so does every1 in this country &on this planet whether you're 2 ignorant 2realize u've been conned or not. #TruthAndJustice#TruthandJustice""",helpful,happy
2945," #71: @John Stanley ed ""RT @Lrihendry: @realDonaldTrump MAGA Mr President! We can only imagine how much more President Trump would’ve accomplished without these…""",furious,angry
2756," #85: @JoAnne 🌻 ed ""iPhone users irritate tf out of me 😂😂""",irritate,angry
953," #16: @Don preston ed ""@kat_reenreen Good morning Kat enjoy your well earned day off see you soon love Don x""",enjoy,happy
8940,"Tweet #73: @Really Small Giant Robot tweeted ""@grhmthmsn I'll give that sexist jackass this much:I wouldn't mind a movie about a young man kinda-sorta falling in love (of some kind) with Bumblebee as a proxy for coming of age, meeting a nice guy to hold hands with, embracing a cast off skill and learning to mourn healthily.""",mourn,sad
8132," #51: @☽ ed ""RT @_rynnv: You glow differently when the happiness is genuine.""",happiness,happy
8374," #36: @Dr Martin ed ""RT @koss01dj: please I need your help my mom has been hijacked in orchards PTA and she still missing please be on the lookout RT. https://t…""",help,happy
145," #73: @Tu Nanga Hi Tho Aaya Hai🐵 ed ""Amazing 👌 https://t.co/54i0C1NboE""",amazing,happy
9104,"Tweet #38: @lucas allen tweeted ""RT @AnfieldHQ: Suarez: “We are very sad, hurt, we are human beings, we feel the pain, the frustration, we have to do self-criticism, put ou…""",very hurt,sad
2112," #65: @Michael Laverty ed ""@dccc I'm a little upset that after 40 yrs of trickle down policy we are still nowhere . Yes the GOP is the most vile horrible party on earth granted but they hardly try to hide it . The DCCC  lost the ability to serve the greater good because they are to busy serving Wall street  !""",upset,sad
9595,"Tweet #68: @Ramatu Ada Ochekliye tweeted ""@tytoye 😭😭😭My body is paining me. I am locking my doors against you. 🤣🤣""",paining,sad
9774,"Tweet #13: @Simon MacLennan tweeted ""@BBCSpotlight They don't LOOK very angry...""",very angry,angry
4793," #16: @Emma ed ""@ChrisTuckley I hope that it will! 🤞🏼 Have you seen Braindead?""",hope,happy
7848," #17: @カレー沢　薫 ed ""RT @yamamoomin: カレー沢薫のほがらか家庭生活(141) リサイクル #マイナビニュース https://t.co/RaX1qDV9Dvさすが無職先生、社会とかいうクソシステムに厳しい。俺たちのしまむら！俺たちのユニクロ！""",cheerful,happy
8283," #12: @The EMEC ed ""RT @learnedjon: @the_emec We did haematology haikus for ED reg teaching. Each one brilliant. Got people thinking about the subject matter,…""",enjoyment,happy
9552,"Tweet #25: @Nick Beaumont tweeted ""@Jay_n_Co @TheRepairShop @sonnaz_ @thebearitinmind @KirstenRamsay2 @BBCOne @W_K_Restoration @clockworkshop1 @WealddownMuseum Jay one of the best series out there. Occasionally the continuity does go out of the window though. I do find the paining shots (or the people walking by) a bit odd when you guys use the same one in two episodes, and when the items worked on have already been returned.""",paining,sad
9609,"Tweet #11: @Meri Williams 🌈💪🏾 tweeted ""@michellej - The Black God’s Drums by P Djeli Clark https://t.co/eOkr01ArHk- Martha Wells’ Murderbot is hilarious https://t.co/yLhKryNoba- Citadel of Weeping Pearls by Aliette de Bodard https://t.co/SmimO1ch5b- Genevieve Cogman’s Invisible Library series https://t.co/nrjDLEBu4O""",weeping,sad
5139," #82: @ケーリー  モルデン と モガナ🐱 ed ""@ragnarock4455 It really doesn't appeal to me tbh. I don't want to sound harsh but i'm not making a career or trying to become an art teacher. I'll be working full time in prison or forensic services once i leave uni. Thats the career i want 😊""",harsh,angry
3408," #56: @BZ ◡̈ ed ""ดู American horror ดูไป บ่นไป งงไป ไม่เก๊ท ไม่อิน — อ้าว ซีซั่น2เฉยเลย 😂 งงมากแม่""",horror,fear
3067," #33: @XQC Prodige 🐝🐝 ed ""RT @TalbertSwan: @realDonaldTrump The POTUS reing white supremacists, nazis, and other vile, hateful, violence inciting trash and you’…""",hateful,angry
5803," #73: @Sunny✨🖤 ed ""RT @jefe_dagoat: Some people will envy you just because they hate how other people love you!""",envy,angry
3860," #33: @Jhimlet Taburnal 🌸 ed ""RT @LovLikeJesus: Cast all your anxiety on him because he cares for you - 1 Peter 5:7""",anxiety,fear
6697," #28: @HansJelbert ed ""RT @Letha_Hughes: Women should absolutely have a right and a choice to wear or not to wear “modesty garments”- but modesty doesn’t have to…""",modesty,happy
7783," #52: @ウィンド@이쁜말 쓰기 ed ""@Leian_kma 존나 노답이넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ""",daze,surprise
5723," #61: @Catherine Hunt ed ""@Mwforhr @mirandadied4u @Hugorune @artisticdream79 @Rocky70042805 @TerryExSci @saif18inferno @michellmybell1 @erdeMMM_M @JustBasharico @AprilLigeia @StandBackUp2 @djangounchaine8 @nico_manocchio @CAnimatus @TheGod_Particle @Colossis2 @ZahabHazem @PolyRhuagh @deepinsights19 @NoScienceDenial @westworld1974 @BigotedVsBigots @NobodyInCO @Megavolt1 @RickeyDale07 @rjmx @Dylon59556561 @DucadiSpalato @TheophilusPrime @Glynda89568307 @TanaSWilliams4 @StopLordDampnut @debbiepalm44 @Schmoop0521 @Shannon27765244 @Unlockthedoor77 @DunhamOf @AnthonyT2_Mufc @TiSeven2 @JiuJitsuJokerRC @RedHairnBlkLthr @LindaEver4 @redpillarchive @A_3rdWay @DarkSeanna @Socialist_Doggy @ThinkyTexan @RTheatheist @VagabondScribe Do you mean that mielipedia person who made me think of closing my account I think hes one of a kind !Never had such awful things said to me And hes supposed be Christian !!!!""",kind,happy
5277," #54: @Edison Bynoe ed ""We must have tenacious faith, a faith that will keep on pressing into God for victory.""",faith,happy
4601," #35: @fourth ed ""RT @An2n8_Soriano15: ""Embrace failure. Missteps and roadblocks are inevitable but are ultimately an opportunity to learn, pivot and go afte…""",courage,happy
6114," #6: @The Mac ed ""@big_simp @Ascension_Guide @Chookchook8 @Nasty_1_ @TheAmericanLef1 @MaryHopeHarmony @WbWse @VectorSigma4 @BrianMVick1 @aleeyun_nvaazun @cabalkillah @SteveWa28761143 @Shady721Brady @iAmTheWatchman3 @truthforHim1224 @SeanANon4 @piprincess @DrvrNail @AwareFrequency @_twiceborn_ @_Love_Anon @CylantJustice @ZeeInTheMoment @owlwoman911_ @TexasDeplorabl4 @AnonymousEagle4 @RhondaO85587104 @terryatthebeach @framingthenews @LavenderLives @Devine_freedom @FederalistNo78 @MaryMar72308946 @TWITMO_INMATE @ginaC777 @paulacblades001 @yippycom @GranvilleReal @ThomasFines @thelionlogos @jay2kQ17 @1776_eye @violatedfreedo1 @joshua_nimmons @DuriavigRobert @Delmarva123 @celtgunn @Nobodyspecial3c @Cosmos_Consult @mommydean74 2.a state of depression or despondency.""a year of economic gloom for the car industry""synonyms: despondency, depression, dejection, downheartedness, dispiritedness, heavy-heartedness, melancholy, melancholia, unhappiness, sadness, glumness, gloominess, low spirits,""",dejection,sad
4336," #80: @☯♍♎♐ ed ""RT @MayaDanielleP: The best way to “cancel” someone is to ignore them. Don’t talk about them. Don’t give them your time or energy on any le…""",distaste,disgust
9894,"Tweet #34: @ivy tweeted ""RT @_russellchy: isn’t it annoying now when someone annoying starts trying to get to know everyone u know..""",annoying,angry
3284," #15: @Mark R. Schweitzer ed ""RT @mmpadellan: The evolution of FEAR:trump, 5/17/17: ""OMG. This is terrible...the end of my presidency. I’m fucked.""trump, 5/4/18: ""I'…""",fear,fear
1070," #65: @South Adelaide FC ed ""We are pleased to reveal senior coach Jarrad Wright has put pen to paper on a contract extension that will keep him at the club through 2020 😁👍📰 | https://t.co/3dEGBqwINp#SouthProud https://t.co/n2NOARSue3""",pleased,happy
4161," #95: @Barb Murray ed ""RT @AKimCampbell: Cut it out! Hillary Clinton laid out chapter and verse against Trump! Personal revulsion was NOT the core of her message!…""",revulsion,disgust
7680," #36: @2 - Lavastorm - D-58214 ed ""RT @Sir_GTanner: ""Selain skill ada istilah lain yang perlu kalian ketahui. Disimak ya,` Istilah Lain:• BP, Blood Point atau darah• BPO, owner adalah darah kita• BPE, enemy adalah darah musuh• Stun artinya harus ber istirahat `""",stun,surprise
5149," #7: @Man's Not What? ed ""UPDATE!!!! Due to very quiet sound on our most recent episode we have made the bold step of investing in better equipment! So we will be recording our next episode for you as soon as our new equipment arrives! So please bare with us! #ThankYouForYourPatience https://t.co/3GSvgojUk8""",calm,happy
1," #1: @fe ed ""RT @MirayaDizon1: Time is ticking fast. Relive the past happy moments while we can. Be the joy to everyone's face. #MaineLovesMAC #ALDUBW…""",happy moments,happy
6635," #17: @Elsa Winckler ed ""RT @TulePublishing: Want to know more about what goes on behind the scenes at Tule Publishing?Spend some time with our Managing Editor, M…""",blush,happy
544," #6: @Ja Yaya ed ""@EmodiaBenjamin The sermon in these churches led by the so called prosperity preachers is really sickeningI thank God, He has raised His own, beyond reproach, His Mightiest Prophets from them we have learnt the truth, that #HealingIsFree from God.The message they preach is also very right. https://t.co/L232BhBESh""",prosperity,happy
350," #42: @Luv ed ""RT @rachsyme: cumberbatch really took the ""think of what might delight oscar wilde"" part of the memo and ran with that https://t.co/0ExkQs1…""",delight,happy
622," #5: @‏ؘ ed ""saw a post saying that next years met gala theme should be glee as in the television series..... Glee..... and ya that’s a good idea idk""",glee,happy
3323," #54: @Angela ed ""RT @churchAlmighty: Whenever the words “fearing God” are mentioned, most people will think of the story of Job in the #Bible, but how did J…""",fear,fear
3113," #18: @radioactiveman ed ""RT @DavidBennun: If you were outraged by the death of a mother and daughter in Gaza when you believed an Israeli airstrike the cause, and n…""",outraged,angry
4224," #63: @Chase Paradise ed ""@666stripperx I can't! My back. My knee. My aversion to noise and crowds and men. It's over.""",aversion,disgust
458," #71: @Kyle Kei Tuan 凱爾基團🐣💚♠️ ed ""I like making my friends happy. But the more I feel comfortable with them the more I feel like I am hurting them and felt like they are keeping their distance. I know you will say anything to cheer me up, but I don't easily get cheered up by words.""",cheer,happy
3055," #21: @BigLizConjure ed ""RT @ava: On this day thirty years ago, Trump bought $85k worth of ads in NYC papers calling for the execution of boys known as The Central…""",hateful,angry
1332," #5: @☾ LILY ed ""RT @hoyaspop: I’m so sad.. https://t.co/uX88n9eYs4""",sad,sad
4193," #32: @🍁 Jake · Year of Ludicolo! ed ""I really don't understand the aversion gaming companies have to making kart racers. Mario Kart games sell bucketloads but there's only ever one new game per console - capitalize on thatand then we get Team Sonic Racing which is like four steps removed from its predecessors""",aversion,disgust
795," #33: @fullpint ed """"FOOD REVIEW: Pub grub gets vote at The Jovial Monk"" https://t.co/nnVV0MFgjb""",jovial,happy
8401," #63: @ANI ed ""Maharashtra: Villagers of Navgaon in draught -hit Aurangabad district's Paithan say,""The Godavari river has dried up in the area, there is no water for us and the animals. There is no help from the government so far."" https://t.co/BbD1xFfMBj""",help,happy
765," #3: @. ed ""RT @RocketIntellect: “The Warriors left Toyota center in great spirits. Draymond Green had a jovial conversation over FaceTime with the mot…""",jovial,happy
132," #60: @STAR/PAL ed ""@sdprobation @LA_Chargers1960 Thank you for being our amazing volunteers!! Makes these camps possible for the kiddos 🤗""",amazing,happy
9199,"Tweet #61: @pumpernickel bear tweeted ""RT @MARYAMALKHAWAJA: Extremely troubling news about how the #UN will be collecting sensitive data about people in the name of anti-terroris…""",troubling,sad
9504,"Tweet #60: @lucy cuzzupe tweeted ""RT @cjjosh: If you think watching the #leadersdebate is painful, I'm doing it with husband practicing his mandolin in the background""",painful,sad
674," #57: @AFC54 ed ""RT @ToomeyWright: Picture this:The egg was a knife.Prime Minister Scott Morrison was stabbed in the neck/head.He collapsed and died.Wou…""",glee,happy
2872," #93: @Kenn #AMericAViewCrew ed ""RT @cspanwj: VIEWER CALL| Georgia resident on @SebGorka,Amy: ""This morning you have on someone who is a known grifter... he's dangerous..…""",provoke,angry
6541," #85: @Jack ed ""@Jaack Caught Barcelona sleeping. Great vision, focus and determination to win the game....everything but cowardly!""",determination,happy
2057," #10: @𝐚𝐥𝐞𝐱 s/h ed ""i still havent been on here lately and there's so much real life stuff on my plate jesus this is just like senior hs me with 1d im upset""",upset,sad
7522," #27: @Depressed 1st Appearance Joker ed ""@MosBen @GailSimone I'm a guy with depression who isn't exactly in great shape. I loved Thor. Yes he was given a bunch of shit, but it was mostly by Rocket. The rest can be accounted for by pure shock. But in the end he was still worthy, despite his issues.""",shock,surprise
1835," #25: @Sarah ed ""RT @0Boyd0: @sajidjavid @JuliaHB1 @jessphillips @Twitter You're asking Twitter to censor free speech Mr Javid while Phillips continues a me…""",hurt,sad
7639," #58: @Darren Klugman ed ""RT @TheMarkTwain: Do the right thing. It will gratify some people and astonish the rest.""",astonish,surprise
7855," #24: @Deni Stored Memories ed ""Kita sentiasa muda untuk melakukan dosa tetapi tidak pernah tua untuk bertaubat""""",cheerful,happy
8603,"Tweet #53: @Selena Deno tweeted ""@yungblud Whatever you do don’t waste your life underestimating yourself or selling yourself short. You’ll end up regretting not making better decisions for low self-esteem issues. Be bold and be strong""",regretting,sad
593," #55: @MS BEE ed ""RT @mitchellvii: Swalwell claims impeaching Trump may be ""the only way to save America.""Save us from what?  High GDP, low unemployment, f…""",prosperity,happy
6314," #88: @Mahima Jain ed ""#SadhguruQuotes #devotion #WednesdayMotivation #WednesdayWisdom https://t.co/pQESc3jdTY""",devotion,happy
8624,"Tweet #74: @aakk tweeted ""@ImranKhanPTI Sorry as i voted for you but now i m regretting and you are loosing your respect atlest meri nazar mey!!! Aik pur amn ahtijaj par pehle joothi FIR aur ab lathi charge very good sir! Is liye vote nhi dia tha ap ko! @ImranKhanPTI @ArifAlvi""",regretting,sad
7656," #12: @2 — Dash Shield — D-58225 ed ""Notes:• BP, darah• BPO, darah kita• BPE, darah musuh• Stun, istirahatFormat Battle Tanpa Attribute(Bp awal) nama skill (efek damage) (bp akhir) Format Battle Aksesoris&Attribute(Bp awal) nama skill + nama attribute (dmg skill+dmg attribute) (efek BPO) (bp akhir)©""",stun,surprise
3065," #31: @Gretchen Lindquist #TrumpIsNotAboveTheLaw ed ""@AP4Liberty Another hateful libertarian  reported for targeted harassment.  Good riddance to more rubbish.""",hateful,angry
961," #24: @Zoë Kerstin Johnson ed ""@gvijin KFC in SA tastes better as well! Enjoy for all of us on this side 😭😭😭💔""",enjoy,happy
8661,"Tweet #26: @V tweeted ""RT @btstranslation7: + we’ve got korean, english, chinese, & portuguese textthe tone isn’t as bright, it’s regretful or it has the spirit…""",regretful,sad
4421," #85: @ᴋᴀᴛɴɪss ᴇᴠᴇʀᴅᴇᴇɴ ed ""@RageOnSorrows — with me.” I spoke in almost a whisper before shaking my head lightly. “Peeta, who did you kill?” whispering to him as my brows knit together in confusion. My eyes lock on our President in almost a look of question to what I believed was wrong with me as the nausea —""",nausea,disgust
5265," #42: @Bart ed ""RT @financialissues: Without faith, it is impossible to please God. (Hebrews 11:6) https://t.co/k7uSUB6jOP""",faith,happy
5219," #77: @AIDANOBRIENFANSITE ed ""@MarkScullyJC @SueMaguire3 Mark it was not meant to be critical I'm sorry you have taken it that way but your headline that day was Galileo to draw a classic blank in 2019 how was I misrepresenting you i simply took a screenshot of your own article, It was a bold statement and I was just having fun with it""",calm,happy
7892," #61: @foggy ed ""RT @SilkCutBlue: @AvonandsomerRob Thousands are getting a great night out and going home energised and cheerful. What's your problem?""",cheerful,happy
2090," #43: @#deelee ed ""that mf got cuffed by a whole queer, i am upset to the highest of proportions.""",upset,sad
6206," #69: @Rich Worley ed ""@Jahmez_HKR @LHewick93 @HullKiwi Is this the same FC who lost 13 on the bounce when they had similar injury list to what we've faced year after year? I get the frustration James cos I feel the same & I know you ain't an idiot but when I see you calling for Sheens head when he's never had close to a 17 I despair""",despair,sad
9013,"Tweet #14: @depre$$ed. tweeted ""RT @azadesi: I haven’t been acting like myself cause I’m hurting but thank goodness for my sense of awareness that brings me back to the co…""",hurting,sad
8357," #19: @nhly ed ""RT @fox32news: IT TAKES TWO SECONDS TO RE: Police are asking for help in locating a 14-year-old girl who's been missing from Chicago s…""",help,happy
4770," #58: @Steve Hills ed ""RT @LabPeoplesVote: ‘Labour has to be wholeheartedly for a public ballot’ https://t.co/dFGWYGGVgz""",hope,happy
266," #38: @Paisley 🌷 ed ""RT @outlawjw: Quick shout out to @GenFlynn.🇺🇸  We haven't forgot about your plight much less what you've done for us all.  America owes you…""",gratitude,happy
6673," #4: @Jen Robinson ed ""RT @paulajaynebyrne: Bored of fake modesty. Paul Johnson described this as ‘the best book on Jane Austen I have ever read!’ RT and I’ll pic…""",modesty,happy
9230,"Tweet #11: @Reid tweeted ""His mother still resides in that same mental institution and Reid has stated that he sends letters every day because of the guilt he feels for not visiting her.""",guilt,sad
2480," #32: @Bob ed ""RT @tedlieu: Hey look, @realDonaldTrump has finally figured out that the Mueller Report is quite bad for Trump. That's why @POTUS is so s…""",bad,sad
6798," #46: @Blck Ninja ed ""RT @Ikhuoria_: When you swallow your pride and text first, you get blue ticked and ignored, then you hear your pride saying"" I told you.""""",pride,happy
8458," #40: @Jen Teague ed ""RT @MotivatinQuotes: 7 things to remember1) All positivity in, all negativity out2) Opinions do not define your reality3) Everyone's jo…""",sadness,sad
1660," #2: @Mike Gottesman ed ""RT @Lymeloonies: If I could think of and or draw new #LymeDisease cartoons I'm not so sure as they would be as light as this one done years…""",miserable,sad
2947," #73: @PSteidle Bot ed ""BroomFace felt furious. BroomFace will hug the indignant lizard.""",furious,angry
